,Open,Close*,Previous Day Close,S&P Open,Nikkei Close
45,5946.3,5978.0,6016.7,3434.28,23647.07
46,5949.9,5946.3,5978.0,3384.56,23422.82
47,5942.9,5949.9,5946.3,3408.74,23433.73
48,5902.1,5942.9,5949.9,3367.27,23312.14
49,5879.5,5902.1,5942.9,3338.94,23029.9
50,5897.5,5866.1,5879.5,3341.21,23185.12
51,5927.9,5897.5,5866.1,3350.92,23539.1
52,5842.7,5927.9,5897.5,3333.9,23511.62
53,5822.8,5842.7,5927.9,3236.66,23204.62
54,5899.3,5822.8,5842.7,3226.14,23087.82
55,5829.5,5899.3,5822.8,3320.11,23346.49
56,6049.9,6007.1,5804.3,3357.38,23360.3
57,6078.5,6049.9,6007.1,3346.86,23319.37
58,6105.5,6078.5,6049.9,3411.23,23475.53
59,6026.3,6105.5,6078.5,3407.73,23454.89
60,6032.1,6026.3,6105.5,3363.56,23559.3
61,6003.3,6032.1,6026.3,3352.7,23406.49
62,6012.8,6003.3,6032.1,3412.56,23235.47
63,5930.3,6012.8,6003.3,3369.82,23032.54
64,5937.4,5930.3,6012.8,3371.88,23274.13
65,5850.9,5799.1,5937.4,3453.6,23205.43
66,5941.0,5850.9,5799.1,3564.74,23465.53
67,5862.1,5941.0,5850.9,3543.76,23247.15
68,5963.6,5862.1,5941.0,3507.44,23138.07
69,6000.0,5963.6,5862.1,3494.69,22882.65
70,6045.6,6000.0,5963.6,3485.14,23208.86
71,6037.0,6045.6,6000.0,3449.97,23290.86
72,6104.7,6037.0,6045.6,3435.95,23296.77
73,6001.9,6104.7,6037.0,3418.09,22985.51
74,6013.3,6001.9,6104.7,3386.01,22920.3
75,6112.0,6013.3,6001.9,3360.48,22880.62
76,6076.6,6112.0,6013.3,3392.51,23110.61
77,6127.4,6076.6,6112.0,3387.04,23051.08
78,6090.0,6127.4,6076.6,3380.86,23096.75
79,6185.6,6090.0,6127.4,3368.66,23289.36
80,6280.1,6185.6,6090.0,3372.95,23249.61
81,6154.3,6280.1,6185.6,3355.46,22843.96
82,6050.6,6154.3,6280.1,3370.34,22750.24
83,6026.9,6032.2,6050.6,3340.05,22329.94
84,6104.7,6026.9,6032.2,3323.17,22418.15
85,6036.0,6104.7,6026.9,3317.37,22514.85
86,6032.9,6036.0,6104.7,3289.92,22573.66
87,5897.8,6032.9,6036.0,3288.26,22195.38
88,5990.0,5897.8,6032.9,3270.45,21710.0
89,6131.5,5990.0,5897.8,3231.76,22339.23
90,6129.3,6131.5,5990.0,3227.22,22397.11
91,6104.9,6129.3,6131.5,3234.27,22657.38
92,6123.8,6104.9,6129.3,3219.84,22715.85
93,6269.7,6207.1,6211.4,3254.86,22751.61
94,6261.5,6269.7,6207.1,3268.52,22884.22
95,6290.3,6261.5,6269.7,3224.29,22717.48
96,6250.7,6290.3,6261.5,3224.21,22696.42
97,6292.7,6250.7,6290.3,3208.36,22770.36
98,6179.8,6292.7,6250.7,3225.98,22945.5
99,6176.2,6179.8,6292.7,3141.11,22587.01
100,6095.4,6176.2,6179.8,3205.08,22784.74
101,6049.6,6095.4,6176.2,3152.47,22290.81
102,6156.2,6049.6,6095.4,3176.17,22529.29
103,6189.9,6156.2,6049.6,3153.07,22438.65
104,6285.9,6189.9,6156.2,3166.44,22614.69
105,6157.3,6285.9,6189.9,3155.29,22714.44
106,6158.0,6240.4,6157.3,3143.64,22145.96
107,6169.7,6158.0,6240.4,3105.92,22121.73
108,6225.8,6169.7,6158.0,3050.2,22288.14
109,6159.3,6225.8,6169.7,3018.59,21995.04
110,6147.1,6159.3,6225.8,3073.2,22512.08
111,6123.7,6147.1,6159.3,3046.6,22259.79
112,6320.1,6123.7,6147.1,3114.4,22534.32
113,6244.6,6320.1,6123.7,3138.7,22549.05
114,6292.6,6244.6,6320.1,3094.42,22437.27
115,6224.1,6292.6,6244.6,3140.29,22478.79
116,6253.3,6224.1,6292.6,3101.64,22355.46
117,6242.8,6253.3,6224.1,3136.13,22455.76
118,6064.7,6242.8,6253.3,3131.0,22582.21
119,6105.2,6064.7,6242.8,2993.76,21530.95
120,6076.7,6105.2,6064.7,3071.04,22305.48
121,6329.1,6076.7,6105.2,3123.53,22472.91
122,6335.7,6329.1,6076.7,3213.42,23124.95
123,6472.6,6335.7,6329.1,3213.32,23091.03
124,6484.3,6472.6,6335.7,3199.92,23178.1
125,6341.4,6484.3,6472.6,3163.84,22863.73
126,6382.4,6341.4,6484.3,3111.56,22695.74
127,6220.1,6382.4,6341.4,3098.9,22613.76
128,6166.4,6220.1,6382.4,3064.78,22325.61
129,6076.6,6166.4,6220.1,3038.78,22062.39
130,6218.8,6076.6,6166.4,3025.17,21877.89
131,6144.3,6218.8,6076.6,3046.61,21916.31
132,6067.8,6144.3,6218.8,3015.65,21419.23
133,5993.3,6067.8,6144.3,3004.08,21271.17
134,6015.3,5993.3,6067.8,2948.05,20388.16
135,6067.2,6015.3,5993.3,2969.95,20552.31
136,6002.2,6067.2,6015.3,2953.63,20595.15
137,6048.6,6002.2,6067.2,2948.59,20433.45
138,5799.8,6048.6,6002.2,2913.86,20133.73
139,5741.5,5799.8,6048.6,2829.95,20037.47
140,5904.1,5741.5,5799.8,2794.54,19914.78
141,5994.8,5904.1,5741.5,2865.86,20267.05
142,5939.7,5994.8,5904.1,2939.5,20366.48
143,5936.0,5939.7,5994.8,2915.46,20390.66
144,5853.8,5936.0,5939.7,2878.26,19674.77
145,5901.2,5763.1,5753.8,2869.09,19619.35
146,6115.3,5901.2,5763.1,2930.91,20193.69
147,5846.8,5958.5,6115.3,2909.96,19771.19
148,5752.2,5846.8,5958.5,2854.65,19783.22
149,5826.6,5752.2,5846.8,2812.64,19262.0
150,5770.6,5826.6,5752.2,2810.42,19429.44
151,5641.0,5770.6,5826.6,2787.89,19137.95
152,5812.8,5641.0,5770.6,2784.81,19280.78
153,5787.0,5812.8,5641.0,2845.62,19669.12
154,5628.4,5787.0,5812.8,2842.43,19897.26
155,5597.7,5628.4,5787.0,2799.34,19290.2
156,5791.3,5597.7,5628.4,2795.64,19550.09
157,5842.7,5791.3,5597.7,2805.1,19638.81
158,5677.7,5842.7,5791.3,2776.99,19345.77
159,5704.5,5677.7,5842.7,2685.0,19353.24
160,5582.4,5704.5,5677.7,2738.65,18950.18
161,5415.5,5582.4,5704.5,2578.28,18576.3
162,5480.2,5415.5,5582.4,2514.92,17820.19
163,5454.6,5480.2,5415.5,2458.54,17818.72
164,5672.0,5454.6,5480.2,2498.08,18065.41
165,5563.7,5672.0,5454.6,2614.69,18917.01
166,5510.3,5563.7,5672.0,2558.98,19084.97
167,5815.7,5510.3,5563.7,2555.87,19389.43
168,5688.2,5815.7,5510.3,2501.29,18664.6
169,5446.0,5688.2,5815.7,2457.77,19546.63
170,4993.9,5446.0,5688.2,2344.44,18092.35
171,5190.8,4993.9,5446.0,2290.71,16887.78
172,5080.6,5151.6,5190.8,2393.48,16552.83
173,5294.9,5080.6,5151.6,2436.5,16726.55
174,5151.1,5294.9,5080.6,2425.66,17011.53
175,5366.1,5151.1,5294.9,2508.59,17002.04
176,5237.5,5366.1,5151.1,2569.99,17431.05
177,5876.5,5237.5,5366.1,2630.86,18559.63
178,5960.2,5876.5,5237.5,2825.6,19416.06
179,5965.8,5960.2,5876.5,2813.48,19867.12
180,6462.6,5965.8,5960.2,2863.89,19698.76
181,6705.4,6462.6,5965.8,2954.2,20749.75
182,6815.6,6705.4,6462.6,3075.7,21329.12
183,6718.2,6815.6,6705.4,3045.75,21100.06
184,6654.9,6718.2,6815.6,3096.46,21082.73
185,6580.6,6654.9,6718.2,2974.28,21344.08
186,6796.4,6580.6,6654.9,2916.9,21142.96
187,7042.5,6796.4,6580.6,3062.54,21948.23
188,7017.9,7042.5,6796.4,3139.9,22426.19
189,7156.8,7017.9,7042.5,3238.94,22605.41
190,7436.6,7403.9,7156.8,3360.5,23386.74
191,7457.0,7436.6,7403.9,3380.45,23479.15
192,7382.0,7457.0,7436.6,3380.39,23400.7
193,7433.3,7382.0,7457.0,3369.04,23193.8
194,7452.0,7409.1,7433.3,3378.08,23687.59
195,7534.4,7452.0,7409.1,3365.9,23827.73
196,7499.4,7534.4,7452.0,3370.5,23861.21
197,7466.7,7446.9,7499.4,3318.28,23685.98
198,7504.8,7466.7,7446.9,3335.54,23827.98
199,7482.5,7504.8,7466.7,3344.92,23873.59
200,7439.8,7482.5,7504.8,3324.91,23319.56
201,7326.3,7439.8,7482.5,3280.61,23084.59
202,7286.0,7326.3,7439.8,3235.66,22971.94
203,7382.0,7286.0,7326.3,3282.33,23205.18
204,7483.6,7382.0,7286.0,3256.45,22977.75
205,7480.7,7483.6,7382.0,3289.46,23379.4
206,7412.1,7480.7,7483.6,3255.35,23215.71
207,7586.0,7412.1,7480.7,3247.16,23343.51
208,7507.7,7586.0,7412.1,3333.1,23827.18
209,7571.9,7507.7,7586.0,3315.77,23795.44
210,7610.7,7571.9,7507.7,3330.02,24031.35
211,7651.4,7610.7,7571.9,3321.03,23864.56
212,7609.8,7674.6,7651.4,3323.66,24041.26
213,7642.8,7609.8,7674.6,3302.97,23933.13
214,7622.4,7642.8,7609.8,3282.27,23916.58
215,7617.6,7622.4,7642.8,3285.35,24025.17
216,7598.1,7587.9,7617.6,3281.81,23850.57
217,7574.9,7598.1,7587.9,3266.03,23739.87
218,7573.9,7574.9,7598.1,3238.59,23204.76
219,7575.3,7573.9,7574.9,3241.86,23575.72
220,7622.4,7575.3,7573.9,3217.55,23204.86
221,7644.9,7587.1,7542.4,3240.09,23656.62
222,7632.2,7644.9,7587.1,3247.23,23837.72
223,7623.6,7632.2,7644.9,3225.45,23830.58
224,7582.5,7623.6,7632.2,3226.05,23821.11
225,7573.8,7582.5,7623.6,3223.33,23816.63
