,Open,Close*,Previous Day Close,S&P Open,Nikkei Close
1858,6264.9,6284.5,6294.4,1494.82,10926.65
1859,6197.6,6264.9,6284.5,1494.81,10620.87
1860,6179.2,6197.6,6264.9,1492.56,10486.99
1861,6181.0,6179.2,6197.6,1485.98,10709.93
1862,6132.4,6154.4,6181.0,1480.95,10913.3
1863,6104.0,6132.4,6154.4,1472.63,10609.64
1864,6117.3,6104.0,6132.4,1472.33,10600.44
1865,6107.9,6117.3,6104.0,1470.67,10879.08
1866,6101.5,6121.6,6107.9,1472.12,10801.57
1867,6098.7,6101.5,6121.6,1461.02,10652.64
1868,6053.6,6098.7,6101.5,1457.15,10578.57
1869,6064.6,6053.6,6098.7,1461.89,10508.06
1870,6089.8,6064.6,6053.6,1466.47,10599.01
1871,6047.3,6089.8,6064.6,1459.37,10688.11
1872,5954.3,5925.4,5897.8,1418.1,10395.18
1873,5954.2,5954.3,5925.4,1419.83,10322.98
1874,5958.3,5940.0,5954.2,1443.67,9940.06
1875,5961.6,5958.3,5940.0,1435.81,10039.33
1876,5935.9,5961.6,5958.3,1446.79,10160.4
1877,5912.2,5935.9,5961.6,1430.47,9923.01
1878,5921.8,5912.2,5935.9,1413.54,9828.88
1879,5929.6,5921.8,5912.2,1419.45,9737.56
1880,5945.9,5929.6,5921.8,1428.48,9742.73
1881,5925.0,5945.9,5929.6,1427.84,9581.46
1882,5921.6,5925.0,5945.9,1418.55,9525.32
1883,5914.4,5921.6,5925.0,1418.07,9533.75
1884,5901.4,5914.4,5921.6,1413.95,9527.39
1885,5892.1,5901.4,5914.4,1409.43,9545.16
1886,5869.0,5892.1,5901.4,1407.05,9468.84
1887,5871.2,5869.0,5892.1,1409.46,9432.46
1888,5866.8,5871.2,5869.0,1416.34,9458.18
1889,5870.3,5866.8,5871.2,1415.95,9446.01
1890,5803.3,5870.3,5866.8,1409.96,9400.88
1891,5799.7,5803.3,5870.3,1398.77,9308.35
